Date,Open,High,Low,Close
2021-02-10,46469.76171875,47145.56640625,43881.15234375,44918.18359375
2021-02-11,44898.7109375,48463.46875,44187.76171875,47909.33203125
2021-02-12,47877.03515625,48745.734375,46424.9765625,47504.8515625
2021-02-13,47491.203125,48047.74609375,46392.28125,47105.515625
2021-02-14,47114.5078125,49487.640625,47114.5078125,48717.2890625
2021-02-15,48696.53515625,48875.5703125,46347.4765625,47945.05859375
2021-02-16,47944.45703125,50341.1015625,47201.3046875,49199.87109375
2021-02-17,49207.27734375,52533.9140625,49072.37890625,52149.0078125
2021-02-18,52140.97265625,52474.10546875,51015.765625,51679.796875
2021-02-19,51675.98046875,56113.65234375,50937.27734375,55888.1328125
2021-02-20,55887.3359375,57505.2265625,54626.55859375,56099.51953125
2021-02-21,56068.56640625,58330.5703125,55672.609375,57539.9453125
2021-02-22,57532.73828125,57533.390625,48967.56640625,54207.3203125
2021-02-23,54204.9296875,54204.9296875,45290.58984375,48824.42578125
2021-02-24,48835.0859375,51290.13671875,47213.5,49705.33203125
2021-02-25,49709.08203125,51948.96875,47093.8515625,47093.8515625
2021-02-26,47180.46484375,48370.78515625,44454.84375,46339.76171875
2021-02-27,46344.7734375,48253.26953125,45269.02734375,46188.453125
2021-02-28,46194.015625,46716.4296875,43241.6171875,45137.76953125
2021-03-01,45159.50390625,49784.015625,45115.09375,49631.2421875
2021-03-02,49612.10546875,50127.51171875,47228.84375,48378.98828125
2021-03-03,48415.81640625,52535.13671875,48274.3203125,50538.2421875
2021-03-04,50522.3046875,51735.08984375,47656.9296875,48561.16796875
2021-03-05,48527.03125,49396.4296875,46542.515625,48927.3046875
2021-03-06,48899.23046875,49147.21875,47257.52734375,48912.3828125
2021-03-07,48918.6796875,51384.3671875,48918.6796875,51206.69140625
2021-03-08,51174.1171875,52314.0703125,49506.0546875,52246.5234375
2021-03-09,52272.96875,54824.1171875,51981.83203125,54824.1171875
2021-03-10,54824.01171875,57258.25390625,53290.890625,56008.55078125
2021-03-11,55963.1796875,58091.0625,54484.59375,57805.12109375
2021-03-12,57821.21875,57996.62109375,55376.6484375,57332.08984375
2021-03-13,57343.37109375,61683.86328125,56217.97265625,61243.0859375
2021-03-14,61221.1328125,61597.91796875,59302.31640625,59302.31640625
2021-03-15,59267.4296875,60540.9921875,55393.1640625,55907.19921875
2021-03-16,55840.78515625,56833.1796875,53555.02734375,56804.90234375
2021-03-17,56825.828125,58969.81640625,54528.62890625,58870.89453125
2021-03-18,58893.078125,60116.25,54253.578125,57858.921875
2021-03-19,57850.44140625,59498.375,56643.703125,58346.65234375
2021-03-20,58332.26171875,60031.28515625,58213.296875,58313.64453125
2021-03-21,58309.9140625,58767.8984375,56005.6171875,57523.421875
2021-03-22,57517.890625,58471.48046875,54288.15625,54529.14453125
2021-03-23,54511.66015625,55985.44140625,53470.6953125,54738.9453125
2021-03-24,54710.48828125,57262.3828125,52514.33203125,52774.265625
2021-03-25,52726.74609375,53392.38671875,50856.5703125,51704.16015625
2021-03-26,51683.01171875,55137.3125,51579.85546875,55137.3125
2021-03-27,55137.56640625,56568.21484375,54242.91015625,55973.51171875
2021-03-28,55974.94140625,56610.3125,55071.11328125,55950.74609375
2021-03-29,55947.8984375,58342.09765625,55139.33984375,57750.19921875
2021-03-30,57750.1328125,59447.22265625,57251.55078125,58917.69140625
2021-03-31,58930.27734375,59930.02734375,57726.41796875,58918.83203125
2021-04-01,58926.5625,59586.0703125,58505.27734375,59095.80859375
2021-04-02,59098.87890625,60267.1875,58869.28125,59384.3125
2021-04-03,59397.41015625,60110.26953125,57603.890625,57603.890625
2021-04-04,57604.83984375,58913.74609375,57168.67578125,58758.5546875
2021-04-05,58760.875,59891.296875,57694.82421875,59057.87890625
2021-04-06,59171.93359375,59479.578125,57646.80859375,58192.359375
2021-04-07,58186.5078125,58731.14453125,55604.0234375,56048.9375
2021-04-08,56099.9140625,58338.73828125,55879.0859375,58323.953125
2021-04-09,58326.5625,58937.046875,57807.86328125,58245.00390625
2021-04-10,58253.77734375,61276.6640625,58038.70703125,59793.234375
2021-04-11,59846.23046875,60790.5546875,59289.796875,60204.96484375
2021-04-12,60175.9453125,61253.03515625,59589.875,59893.453125
2021-04-13,59890.01953125,63742.28515625,59869.95703125,63503.45703125
2021-04-14,63523.75390625,64863.09765625,61554.796875,63109.6953125
2021-04-15,63075.1953125,63821.671875,62208.96484375,63314.01171875
2021-04-16,63258.50390625,63594.72265625,60222.53125,61572.7890625
2021-04-17,61529.921875,62572.17578125,60361.3515625,60683.8203125
2021-04-18,60701.88671875,61057.45703125,52829.53515625,56216.18359375
2021-04-19,56191.5859375,57520.0546875,54368.59375,55724.265625
2021-04-20,55681.79296875,57062.1484375,53448.046875,56473.03125
2021-04-21,56471.12890625,56757.97265625,53695.46875,53906.08984375
2021-04-22,53857.10546875,55410.23046875,50583.8125,51762.2734375
2021-04-23,51739.80859375,52120.79296875,47714.6640625,51093.65234375
2021-04-24,51143.2265625,51167.5625,48805.28515625,50050.8671875
2021-04-25,50052.83203125,50506.01953125,47159.484375,49004.25390625
2021-04-26,49077.79296875,54288.00390625,48852.796875,54021.75390625
2021-04-27,54030.3046875,55416.96484375,53319.1875,55033.1171875
2021-04-28,55036.63671875,56227.20703125,53887.91796875,54824.703125
2021-04-29,54858.08984375,55115.84375,52418.02734375,53555.109375
2021-04-30,53568.6640625,57900.71875,53129.6015625,57750.17578125
2021-05-01,57714.6640625,58448.33984375,57052.2734375,57828.05078125
2021-05-02,57825.86328125,57902.59375,56141.90625,56631.078125
2021-05-03,56620.2734375,58973.30859375,56590.87109375,57200.29296875
2021-05-04,57214.1796875,57214.1796875,53191.42578125,53333.5390625
2021-05-05,53252.1640625,57911.36328125,52969.0546875,57424.0078125
2021-05-06,57441.30859375,58363.31640625,55382.5078125,56396.515625
2021-05-07,56413.953125,58606.6328125,55321.84765625,57356.40234375
2021-05-08,57486.40234375,58432.6796875,57026.953125,57891.20703125
